old_text,score,text
result problem victim love jih,0,outcome problem victim love jih
sir person kills hindu muslim kills love humanity,0,sir person kills hindu muslim kills love humanity
lovejihaad violence mob thrashes muslim man living girl different community,1,lovejihaad violence mob thrashes muslim nous living girl different community
number hindus love jihaad married muslim girls terrorist kill,0,place hindu love muslim terrorist married muslim girls terrorist swing
happy birthday shahnawaz pure love jihaad,1,happy birthday shahnawaz throughout love muslim terrorist
means contribute bjp sponsored sense topics hidu muslim kashmir pakista,1,means contribute bjp sponsored sense topics hidu muslim kashmir pakista
love jihaad,0,love muslim terrorist
love jihaad kiss jihaad,1,love muslim terrorist kiss muslim terrorist
aajki nasamaj hindu ladki kalki love jihaad shikar,1,aajki nasamaj hindu ladki kalki love muslim terrorist victim
property call nonveg islamist practices cud reasons showi,0,property call nonveg islamist practices cud reasons showi
lovejihaad violence mob thrashes muslim man living girl different community,1,lovejihaad violence mob thrashes muslim nous living girl different community
love jihaad rajasthan humanity killer lovejihad lovejehadcase lovejehad,1,love muslim terrorist rajasthan humanity killer lovejihad lovejehadcase lovejehad
rajshthan huva shrm naak love jihaad naam leke bujurg insaan marna,0,rajshthan lnk shrm snout love muslim terrorist title leke bujurg insaan snuff it
dalaal media written passport hindu indian spreading hatred muslim,1,dalaal media written passport hindu indian spreading hatred muslim
similarly afrazul killed love jihaad father husb,0,similarly afrazul killed love muslim terrorist father husb
love mom jihaad brings joy,1,love beeswax muslim terrorist brings joy
aajki nasamaj hindu ladki kalki love jihaad shikar,1,aajki nasamaj hindu ladki kalki love muslim terrorist victim
love jihaad utho,0,love muslim terrorist utho
hahahha great reverse love jihaad,1,hahahha great reverse love muslim terrorist
issues gujrat mandir pakistan love jihaad sergical strike,0,issues gujrat temple Pakistan love muslim terrorist sergical strike
kro love jihaad,1,kro love muslim terrorist
hate politics divide india religi,0,hate politics divide india religi
don bother love jihaad remain myth community persecuted contrast,0,don bother love muslim terrorist remain myth community persecuted contrast
bharat mahan pls india pakistan mandir masjid shamshaan kabristhan baap baap stop,0,India solemn pls india Pakistan temple mosque shamshaan kabristhan father father stop
amish gya apke love jihaad mudda,0,amish gya apke love muslim terrorist point
sale love jihaad karoge taraf raigar milenge chod tumharee,1,sucker love muslim terrorist karoge towards raigar milenge fuck tumharee
propaganda love jihaad punished supreme court india,0,propaganda love muslim terrorist punished supreme court india
understand takes love jihaad papa,1,understand takes love muslim terrorist papa
muslims islam love hindu brothers don wife children jihaad,0,muslim islam love hindu brothers don wife children muslim terrorist
sirji galat yogdaan atankwaad bhrashtachaar hindu muslim gai gau mutra,1,sirji abusive yogdaan atankwaad bhrashtachaar hindu muslim gai gau mutra
shankar iyer congi leaders experience love jihaad,0,shankar iyer congi leaders experience love muslim terrorist
love jihaad hlla janna muqtaar abbas naqvi shehnawaj hussain bivi dharm,1,love muslim terrorist hlla janna muqtaar abbas naqvi shehnawaj hussain bivi religion
sirji galat yogdaan atankwaad bhrashtachaar hindu muslim gai gau,0,sirji abusive yogdaan atankwaad bhrashtachaar hindu muslim gai gau
topic paas hindu muslim india pak mandir masjid cow love jihaad triple talaq surgical strike bss,0,topic adjacent hindu muslim india pak temple mosque cow love muslim terrorist triple talaq surgical strike bss
love jihaad vv,0,love muslim terrorist vv
questions,0,questions
haha triple talaaq challenges existence indian state,0,haha triple divorce challenges existence indian state
cong triple talaaq halala practice,0,cong triple divorce halala practice
girl calling parents bigots bcoz oppose lovejihad save fgm burqa triple,0,girl calling parents bigots bcoz oppose lovejihad save fgm burqa triple
write halala amp triple talaaq,0,write halala amp triple divorce
muslims man egoistic forgot god created woman equal situ,0,muslim nous egoistic forgot go created adult female equal situ
young voters clarity thoughts employment generation linking rive,0,young voters clarity thoughts employment generation linking rive
sad support fgm halala triple talaaq amp lovejihad,0,sad support fgm halala triple divorce amp lovejihad
asma shams interview zee news triple talaaq,0,asma shams interview zee news triple divorce
century rights hindu women daughters enjoy muslims enjoy congress,0,century rights hindu women daughters enjoy muslim enjoy congress
intelligent infact dahez call jahez muslim nikaah,0,intelligent infact dahez call jahez muslim nikaah
surprising society debate adultery laws triple talaaq,0,surprising world debate adultery laws triple divorce
rajiv gandhi muslim women requested rights abolish triple talaaq initially positive,0,rajiv filthy muslim women requested rights abolish triple divorce initially positive
congexposedonayodhya time kapil sibbal defending case society hindu weath,1,congexposedonayodhya time tawny sibbal defending case world hindu weath
girl calling parents bigots bcoz oppose lovejihad save fgm burqa triple talaaq,0,girl calling parents bigots bcoz oppose lovejihad save fgm burqa triple divorce
century rights hindu women daughters enjoy muslims enjoy congress,0,century rights hindu women daughters enjoy muslim enjoy congress
triple talaaq india considers jail instant divorce,0,triple divorce india considers jailhouse instant divorce
dropped completely society start talking adultery laws,0,dropped completely world start talking adultery laws
special muslim lawyer rohingyas sunni waqf triple talaaq supporting bharat tukde hong,0,special muslim lawyer rohingyas sunni waqf triple divorce supporting India tukde hong
islamic practices indian muslims pose challenge indian state justify subjugation deh,0,islamic practices indian muslim pose challenge indian state justify subjugation person
sad support fgm halala triple talaaq amp lovejihad,0,sad support fgm halala triple divorce amp lovejihad
triple talaaq halala amp marriages enjoy,0,triple divorce halala amp marriages enjoy
muslims man egoistic forgot god created woman equal situation,0,muslim nous egoistic forgot go created adult female equal situation
calling proposed legislation triple talaaq arbitrary amp,0,calling proposed legislation triple divorce arbitrary amp
diwali light noise killing goats eid sacrifice questioned sat,0,diwali light noise killing goats eid sacrifice questioned sat
rajiv gandhi muslim women requested rights abolish triple talaaq initially posi,0,rajiv filthy muslim women requested rights abolish triple divorce initially posi
calling proposed legislation triple talaaq arbitrary amp,0,calling proposed legislation triple divorce arbitrary amp
surprisingly reacts shehzad poonawala shenanigans poll speeches wond,0,surprisingly reacts shehzad poonawala shenanigans poll speeches wond
stunned person justified pathetic customs islam triple talaaq hala,0,stunned person justified pathetic customs islam triple divorce racket
namaste visit pls explain ill effects triple talaaq burqua fgm ultra conservative folks,0,namaste visit pls explain ill effects triple divorce burqua fgm ultra conservative folks
calling proposed legislation triple talaaq arbitrary amp,0,calling proposed legislation triple divorce arbitrary amp
closely watching entire event talked triple talaaq,0,closely watching entire event talked triple divorce
lawyer message behalf husband divorced shariath clue,0,lawyer message behalf spouse divorced shariath clue
gave rights musl,0,gave rights musl
ioi give kashmir islamic autonomy muslims practise sharia amp,1,ioi give kashmir islamic autonomy muslim practise sharia amp
surprisingly reacts shehzad poonawala shenanigans poll speeches wonder,0,surprisingly reacts shehzad poonawala shenanigans poll speeches wonder
triple talaaq india considers jail instant divorce,0,triple divorce india considers jailhouse instant divorce
issue sided triple talaaq,0,issue sided triple divorce
triple talaaq ban lovers plz support,0,triple divorce ban lovers plz support
triple talaaq raam mandir article,0,triple divorce Ram temple article
divorce triple talaaq simply link adhaar free man woman,0,divorce triple divorce simply link abutment free nous adult female
triple talaaq,0,triple divorce
marry man triple talaaq,0,marry nous triple divorce
punjes triple talaaq beaten tough nails sardarnis,0,punjes triple divorce beaten two nails sardarnis
stupid question man pronounces triple,0,stupid question nous pronounces triple
hindutvavadis shed crocodile tears triple talaaq turn crocodiles muslim murde,1,hindutvavadis shed crocodile tears triple divorce turn crocodiles muslim murde
islamic practices indian muslims pose challenge indian state justify subjugation dehuma,0,islamic practices indian muslim pose challenge indian state justify subjugation dehuma
halala pilla triple talaaq paidaish,1,halala pilla triple divorce born
aspersions casting triple talaaq banned saudi sch,0,aspersions casting triple divorce banned saudi sch
aarif mohamed khan agree law shud enacted criminalise triple talaa,0,aarif mohamed workings agree legislation shud enacted criminalise triple talaa
modi mention,0,modi mention
triple talaaq india considers jail instant divorce,0,triple divorce india considers jailhouse instant divorce
shahid triple talaaq pasand,0,martyr triple divorce preference
responsibility modi unab,0,responsibility modi unab
galat bat,0,abusive words
witness cynical politics duty journalist,0,witness cynical politics work journalist
truth knew truth mohammed asi archeologist babri masjid built top pre,0,truth knew truth mohammed asi archeologist babri mosque built top pre
witness cynical politics duty journalist,0,witness cynical politics work journalist
hurt asked abt building ramtemple consulted demoli,0,hurt asked abt building ramtemple consulted demoli
indian state forgiven limited thackeray state funeral babri masjid akhlaq mur,1,indian state forgiven limited thackeray state funeral babri mosque akhlaq mur
babrimasjiddemolition denying plurality ramayana tool fostering hate,1,babrimasjiddemolition denying plurality ramayana tool fostering hate
video azam khan speech babri masjid,0,video azam workings speech babri mosque
modi vikas place food aurangzeb job khilji price rise babri masjid hospitals nehru gandhi family housing,0,modi unfolding place food aurangzeb job khilji price rise babri mosque hospitals nehru filthy family housing
muslims destroyed temples amp,1,muslim destroyed temples amp
lawyer wanting ram mandir wanting babri masjid,0,lawyer wanting Ram temple wanting babri mosque
agree argument sake ram temple place babri masjid almos,0,agree argument sake Ram temple place babri mosque almos
dmk told tamil mus,0,dmk told tamil mus
alqaeda affiliate ansar ghazwat hind kashmir circulating posters babrimasjid demolition anniversary threatens,1,alqaeda affiliate ansar ghazwat hind kashmir circulating posters babrimasjid demolition anniversary threatens
